iter	RMSE
605	0.6768319591
606	0.6736906154
607	0.6701706639
608	0.6664561649
609	0.6638501442
610	0.6620537836
611	0.6597957768
612	0.6571869952
613	0.6565328879
614	0.655974939
615	0.6531974032
616	0.6525198413
617	0.6511519465
618	0.6487869511
619	0.6467376339
620	0.6461717793
621	0.6429478213
622	0.6420275672
623	0.6411795684
624	0.6401806221
625	0.6360809894
626	0.6340120135
627	0.6307247393
628	0.63017804
629	0.629651119
630	0.6275906517
631	0.6255787994
632	0.6242175889
633	0.6235974603
634	0.6215581198
635	0.6187009848
636	0.618014984
637	0.6172734431
638	0.6145203299
639	0.6141000368
640	0.6122615101
641	0.6102831422
642	0.6092169393
643	0.6073950837
644	0.6043936433
645	0.6022940204
646	0.6010745873
647	0.59969428
648	0.5984022454
649	0.5980365715
650	0.5957989203
651	0.5948617291
652	0.592889412
653	0.5903479035
654	0.5878744062
655	0.5856209791
656	0.5836896768
657	0.5818388903
658	0.579329224
659	0.5779036605
660	0.5774290409
661	0.5760355916
662	0.5740459946
663	0.5723173852
664	0.5718771887
665	0.5700850761
666	0.5697830564
667	0.5691666115
668	0.5687717435
669	0.5668343669
670	0.5652715061
671	0.5647973604
672	0.564416194
673	0.5624064648
674	0.5612275258
675	0.5596078224
676	0.559003252
677	0.5574106639
678	0.5558542126
679	0.5540521065
680	0.5535403076
681	0.5520652054
682	0.5512600529
683	0.5507099903
684	0.5501447708
685	0.548608967
686	0.5470624304
687	0.5457819613
688	0.5449730969
689	0.544173877
690	0.5433110824
691	0.5417732795
692	0.5402060751
693	0.5391868579
694	0.5386047402
695	0.5377249286
696	0.5373893089
697	0.5367532412
698	0.5358433091
699	0.5344887829
700	0.5334323945
701	0.5324030384
702	0.5312459041
703	0.5298057404
704	0.5277284882
705	0.5272373141
706	0.5263251113
707	0.525972812
708	0.5256789897
709	0.5239184368
710	0.522479832
711	0.5221410324
712	0.5218094186
713	0.5200004157
714	0.5183268128
715	0.5171847575
716	0.5163367658
717	0.5146369633
718	0.5127530538
719	0.5116395533
720	0.5099391216
721	0.5077247159
722	0.5072945353
723	0.5056185329
724	0.5043812309
725	0.5033929064
726	0.5024614649
727	0.5009840874
728	0.4999191041
729	0.498306652
730	0.4963530241
731	0.4958407888
732	0.4935087262
733	0.491718692
734	0.4896731994
735	0.4879788835
736	0.4875407385
737	0.4868356771
738	0.4861138344
739	0.4839464568
740	0.4833283056
741	0.48257245
742	0.4816729018
743	0.4810851702
744	0.4799434649
745	0.478135593
746	0.4754444818
747	0.4740165632
748	0.4729211395
749	0.4720455719
750	0.471130631
751	0.4706937713
752	0.4703641284
753	0.46867528
754	0.4682761651
755	0.466531768
756	0.4658486651
757	0.4646798675
758	0.4633654793
759	0.4619784872
760	0.4617201729
761	0.4593515354
762	0.4590173822
763	0.4581249093
764	0.4564904327
765	0.4556207284
766	0.4545987463
767	0.4538798819
768	0.4519512652
769	0.4506261351
770	0.4496573051
771	0.4483352656
772	0.4469872767
773	0.4455326251
774	0.4444376011
775	0.4440682435
776	0.4436206544
777	0.4424329165
778	0.4421333243
779	0.4405891838
780	0.4396064686
781	0.436846801
782	0.436393621
783	0.4359519768
784	0.4347795166
785	0.4333599957
786	0.4330008146
787	0.432593095
788	0.4318899067
789	0.4302510024
790	0.4290299362
791	0.4282444189
792	0.4279081624
793	0.4264248177
794	0.4261075071
795	0.4257272135
796	0.4245188504
797	0.4218908623
798	0.4214198695
799	0.4199712634
800	0.4191558669
801	0.4173308422
802	0.4164177601
803	0.4147169956
804	0.4136213237
805	0.4128449179
806	0.4120169761
807	0.4108164837
808	0.4097818162
809	0.4094831425
810	0.4074257558
811	0.4070816256
812	0.4059327427
813	0.405645766
814	0.405201544
815	0.4037467664
816	0.4025878349
817	0.4023394657
818	0.401808541
819	0.401350576
820	0.4010680983
821	0.4000762176
822	0.3990371803
823	0.3982059826
824	0.3978984912
825	0.3969661579
826	0.3956695481
827	0.3949296038
828	0.3943701106
829	0.3940963025
830	0.3937746711
831	0.3928591877
832	0.3926262241
833	0.3913338281
834	0.3905849688
835	0.3900864473
836	0.3897570111
837	0.3892171763
838	0.388808399
839	0.3885742999
840	0.3883564701
841	0.38693291
842	0.3856252721
843	0.3840728812
844	0.38295701
845	0.3826504942
846	0.3824539752
847	0.3809172618
848	0.379689772
849	0.3794091664
850	0.3785155526
851	0.3772947484
852	0.376128496
853	0.3759846422
854	0.3747614298
855	0.374562479
856	0.3737425439
857	0.3727255165
858	0.3721141533
859	0.371885455
860	0.3706301228
861	0.3698588276
862	0.368875841
863	0.3679888229
864	0.3667271904
865	0.3651890844
866	0.364184867
867	0.3639557045
868	0.3626464383
869	0.3618117925
870	0.3611211114
871	0.3599442717
872	0.3597043081
873	0.3585016522
874	0.3583127945
875	0.3579380075
876	0.3575753599
877	0.3568911816
878	0.3557338269
879	0.3542382737
880	0.3539678431
881	0.3537427367
882	0.3528865306
883	0.3526367571
884	0.3517180511
885	0.3509668462
886	0.3508474391
887	0.3496911562
888	0.3486519927
889	0.3479563587
890	0.3472864464
891	0.3467855564
892	0.3453693539
893	0.3451541873
894	0.3442719716
895	0.3434418371
896	0.3430881832
897	0.3423491207
898	0.3416470249
899	0.3413434318
900	0.3405927024
901	0.3394515256
902	0.3392130559
903	0.3388117085
904	0.3384211702
905	0.3378482378
906	0.3375113093
907	0.3372874515
908	0.3370830034
909	0.3363877927
910	0.3361401316
911	0.3354694707
912	0.3350753795
913	0.3342315342
914	0.3330917689
915	0.3323499137
916	0.3321638541
917	0.3309117809
918	0.3306438304
919	0.3304206553
920	0.3301391444
921	0.3297546285
922	0.3289038013
923	0.328029387
924	0.3278131642
925	0.3276357463
926	0.3268505943
927	0.326304983
928	0.3257245296
929	0.3254435567
930	0.3250641812
931	0.3239356473
932	0.3237086296
933	0.3222971635
934	0.3212413605
935	0.320567492
936	0.3194261037
937	0.3187342158
938	0.3172666604
939	0.3167974114
940	0.316359074
941	0.3156243226
942	0.315427825
943	0.3150802403
944	0.3147985342
945	0.3138942884
946	0.3136073665
947	0.3129562184
948	0.3122090842
949	0.3117603006
950	0.311154341
951	0.3110612735
952	0.3098952769
953	0.3095903734
954	0.3088930857
955	0.3070344795
956	0.3068320378
957	0.3062348531
958	0.3056075842
959	0.3048836105
960	0.3045064232
961	0.3043327866
962	0.3036868629
963	0.303341071
964	0.3028659524
965	0.3020435861
966	0.3016103108
967	0.3013764831
968	0.301060017
969	0.3006222812
970	0.3000250074
971	0.2989785703
972	0.2986145454
973	0.2985265052
974	0.2983675761
975	0.2980574128
976	0.2975986194
977	0.2972710008
978	0.296752119
979	0.2959263334
980	0.2954513725
981	0.2952798824
982	0.2949865486
983	0.294019393
984	0.2935537452
985	0.29256799
986	0.2922630763
987	0.2920642928
988	0.2914011118
989	0.2910345601
990	0.2904820171
991	0.2895085897
992	0.2893452804
993	0.2885765732
994	0.2874263385
995	0.2869517804
996	0.2860490286
997	0.2855839859
998	0.2849913144
999	0.2847241968
1000	0.2839065671
1001	0.2833625307
1002	0.2831094148
1003	0.2823700194
1004	0.2817660656
1005	0.2810346375
1006	0.2802378297
1007	0.2799219976
1008	0.2793831712
1009	0.2790428247
1010	0.2785976807
1011	0.2784892185
1012	0.2779459914
1013	0.2776875925
1014	0.2773459829
1015	0.2768356738
1016	0.2762129742
1017	0.275541615
1018	0.2750791603
1019	0.2742740513
1020	0.2740919887
1021	0.2734859031
1022	0.2731895274
1023	0.2724817464
1024	0.2715217749
1025	0.2713718546
1026	0.271203863
1027	0.2710400188
1028	0.2704533637
1029	0.2692126269
1030	0.2689131096
1031	0.2683173056
1032	0.2675922379
1033	0.2673758438
1034	0.2664739234
1035	0.2662924666
1036	0.2658788327
1037	0.2655469432
1038	0.2651940905
1039	0.2648035062
1040	0.264399516
1041	0.2636785736
1042	0.2635517156
1043	0.2628579621
1044	0.262106303
1045	0.2619479794
1046	0.2613590211
1047	0.2607907332
1048	0.2599533565
1049	0.25914801
1050	0.2590465737
1051	0.2584072727
1052	0.2577568123
1053	0.2576144488
1054	0.2570527229
1055	0.2568998914
1056	0.2564116519
1057	0.2562507428
1058	0.2556477332
1059	0.2553371134
1060	0.2552343085
1061	0.254719789
1062	0.2540552501
1063	0.2535717984
1064	0.2532976974
1065	0.2530128423
1066	0.252670456
1067	0.2525708619
1068	0.2519437111
1069	0.2518007416
1070	0.2512789178
1071	0.2506532356
1072	0.2505441315
1073	0.2503501261
1074	0.2502038049
1075	0.2500692165
1076	0.249843875
1077	0.2493437946
1078	0.2491923231
1079	0.24824915
1080	0.2475073431
1081	0.2468799169
1082	0.2462755099
1083	0.245804595
1084	0.2457225531
1085	0.2454984356
1086	0.2453412844
1087	0.2450389242
1088	0.2444699564
1089	0.2439422714
1090	0.2435211966
1091	0.2431500487
1092	0.2427917782
1093	0.2425421416
1094	0.2419027375
1095	0.2415714482
1096	0.2411355248
1097	0.2408253411
1098	0.2404135347
1099	0.2403498864
1100	0.2402698218
1101	0.2401591624
1102	0.2396253129
1103	0.2386804627
1104	0.2381492538
1105	0.2377617849
1106	0.2374266248
1107	0.2372387426
1108	0.2370901202
1109	0.2363878302
1110	0.2358529659
1111	0.2355773744
1112	0.2349440618
1113	0.23480864
1114	0.2341488291
1115	0.2338945095
1116	0.2332894842
1117	0.2331417227
1118	0.2322614264
1119	0.232035325
1120	0.2315481783
1121	0.2311426431
1122	0.2308423372
1123	0.2304970996
1124	0.2296265324
1125	0.2294562085
1126	0.2291772706
1127	0.2288918247
1128	0.2286422672
1129	0.2281296591
1130	0.2274946859
1131	0.2271779463
1132	0.2268799596
1133	0.226269437
1134	0.2260922661
1135	0.2254778608
1136	0.2253778148
1137	0.2251021803
1138	0.2248420622
1139	0.2247059749
1140	0.2242372751
1141	0.2240986847
1142	0.2239451822
1143	0.2236608716
1144	0.223008107
1145	0.2228891526
1146	0.2228425853
1147	0.2221463979
1148	0.2215706261
1149	0.2208473701
1150	0.2204109954
1151	0.2202421506
1152	0.2200432084
1153	0.2193489365
1154	0.2186113999
1155	0.2184857055
1156	0.2180384225
1157	0.2177846898
1158	0.2171868723
1159	0.2170635776
1160	0.2169800026
1161	0.2168918174
1162	0.2163145469
1163	0.2160480415
1164	0.2152554493
1165	0.2146124327
1166	0.2144346736
1167	0.2142107645
1168	0.214094428
1169	0.2139946498
1170	0.2134896845
1171	0.2132116728
1172	0.213065474
1173	0.2129913559
1174	0.2128264299
1175	0.2126860327
1176	0.2121825742
1177	0.2115515289
1178	0.2111595003
1179	0.2104748032
1180	0.210122471
1181	0.2100276496
1182	0.2097486791
1183	0.2092493145
1184	0.2091705106
1185	0.2080814707
1186	0.2076793075
1187	0.2074389406
1188	0.2071736007
1189	0.2069179114
1190	0.2068177741
1191	0.2065620811
1192	0.2059718708
1193	0.2057808306
1194	0.2055353352
1195	0.2054258766
1196	0.2052948173
1197	0.2051071434
1198	0.2050089619
1199	0.2048621224
1200	0.2044748603
1201	0.2034071681
1202	0.2031984621
1203	0.2030627406
1204	0.2028164666
1205	0.202442789
1206	0.2022194237
1207	0.2019897118
1208	0.2018132248
1209	0.2014280148
1210	0.201305707
1211	0.2011044293
1212	0.2009202252
1213	0.2008648145
1214	0.2005759812
1215	0.2004908659
1216	0.2004087775
1217	0.200306129
1218	0.1997260903
1219	0.1996219481
1220	0.1995538963
1221	0.1992564423
1222	0.1990725739
1223	0.19900899
1224	0.1986273083
1225	0.1985106294
1226	0.198204815
1227	0.1977700299
1228	0.1976069272
1229	0.1971056688
1230	0.1968198814
1231	0.1966475866
1232	0.1961475284
1233	0.1951057473
1234	0.1950054077
1235	0.1945200153
1236	0.1944432112
1237	0.1943701499
1238	0.1942971645
1239	0.1938009474
1240	0.1930442865
1241	0.192565031
1242	0.1923371101
1243	0.1922205086
1244	0.1919563998
1245	0.1916772666
1246	0.1911676702
1247	0.1910844337
1248	0.1906718909
1249	0.190469879
1250	0.1900684861
1251	0.1899991965
1252	0.1893438939
1253	0.1891367246
1254	0.1888619498
1255	0.1886661032
1256	0.1884377112
1257	0.1880295892
1258	0.1878863306
1259	0.1874801155
1260	0.1871601404
1261	0.1871201897
1262	0.1869513142
1263	0.1868694879
1264	0.1868032184
1265	0.1866794863
1266	0.1863762911
1267	0.1863137565
1268	0.1860231881
1269	0.1855134659
1270	0.1852484109
1271	0.1850331926
1272	0.1849587658
1273	0.1847585583
1274	0.1844388263
1275	0.1838768949
1276	0.1833087741
1277	0.1831960361
1278	0.1826332789
1279	0.1823928754
1280	0.1821337063
1281	0.1820052757
1282	0.1818454481
1283	0.1811779334
1284	0.180990686
1285	0.1809190581
1286	0.1805650667
1287	0.1804689631
1288	0.1804118194
1289	0.1802606489
1290	0.1802214548
1291	0.1797826076
1292	0.1791279017
1293	0.1786367162
1294	0.1784025872
1295	0.1783197795
1296	0.1776561256
1297	0.177595687
1298	0.1774524627
1299	0.1773971276
1300	0.1770245072
1301	0.176504293
1302	0.176182949
1303	0.1761087297
1304	0.1760319727
1305	0.1755041636
1306	0.1754009073
1307	0.175375222
1308	0.1752997315
1309	0.175035969
1310	0.1748823381
1311	0.1748598417
1312	0.174680037
1313	0.1739300614
1314	0.1738995587
1315	0.1728727712
1316	0.1728500854
1317	0.1726664343
1318	0.1724327673
1319	0.1723209236
1320	0.1722889555
1321	0.1721380378
1322	0.1718585282
1323	0.1710389851
1324	0.1706735372
1325	0.1702076325
1326	0.1699361259
1327	0.1696686802
1328	0.1694641596
1329	0.1693001173
1330	0.1692297055
1331	0.1689766823
1332	0.1688575275
1333	0.168498854
1334	0.1683590158
1335	0.1679311941
1336	0.1677717602
1337	0.1675550249
1338	0.1672814309
1339	0.1670045302
1340	0.1666655654
1341	0.1664981712
1342	0.1662238837
1343	0.1658901213
1344	0.16559095
1345	0.164921803
1346	0.1646319972
1347	0.1643065534
1348	0.1639067639
1349	0.1637364638
1350	0.1634701375
1351	0.1634453965
1352	0.1631103946
1353	0.1627192419
1354	0.1625273418
1355	0.1624369996
1356	0.1622394361
1357	0.161600681
1358	0.1614458642
1359	0.1610414364
1360	0.1610234002
1361	0.1609385295
1362	0.1604232032
1363	0.160104688
1364	0.160038694
1365	0.159432866
1366	0.1591701274
1367	0.1590494028
1368	0.1588539485
1369	0.1587292033
1370	0.1583909563
1371	0.1583737827
1372	0.1581759068
1373	0.157686772
1374	0.1569036632
1375	0.1567128802
1376	0.1565066613
1377	0.1563240456
1378	0.156095537
1379	0.1558282503
1380	0.1556601508
1381	0.1554562832
1382	0.15534423
1383	0.1551173612
1384	0.1542644667
1385	0.1537845152
1386	0.1536890819
1387	0.1536455272
1388	0.153160858
1389	0.1525931402
1390	0.1525733186
1391	0.1522567494
1392	0.1522380224
1393	0.1520658903
1394	0.1517547193
1395	0.1513485556
1396	0.1510222966
1397	0.1508470301
1398	0.1504929963
1399	0.1503241786
1400	0.150172134
1401	0.1499664305
1402	0.1495017165
1403	0.1492878912
1404	0.1491776663
1405	0.1489616211
1406	0.148747832
1407	0.1486348658
1408	0.1484117382
1409	0.1483570225
1410	0.1481433476
1411	0.1481265592
1412	0.147681607
1413	0.1475358887
1414	0.1474290081
1415	0.1466188996
1416	0.1462472684
1417	0.1459728776
1418	0.1457970716
1419	0.1453786185
1420	0.1453435181
1421	0.1450164085
1422	0.1447541183
1423	0.1445240721
1424	0.1442893951
1425	0.1439836443
1426	0.1439399887
1427	0.1437350009
1428	0.143688337
1429	0.143552787
1430	0.143257932
1431	0.1431684391
1432	0.142951844
1433	0.1427418117
1434	0.1424556399
1435	0.1422268967
1436	0.1418367867
1437	0.1412304949
1438	0.1408923707
1439	0.1407534863
1440	0.1406664947
1441	0.1404620141
1442	0.1402773608
1443	0.1400745732
1444	0.1398913612
1445	0.1397644517
1446	0.1396302588
1447	0.1394183007
1448	0.1390930295
1449	0.1390743684
1450	0.1390331959
1451	0.1389611268
1452	0.1387584291
1453	0.13827027
1454	0.1381658605
1455	0.1379325399
1456	0.1374648703
1457	0.1374509326
1458	0.1374102525
1459	0.1373034551
1460	0.1370522287
1461	0.1370289882
1462	0.1366605569
1463	0.1363550666
1464	0.1363023715
1465	0.1357932997
1466	0.1356085844
1467	0.1354677766
1468	0.1351722386
1469	0.1350623877
1470	0.1349008367
1471	0.134693311
1472	0.1343981848
1473	0.1343548625
1474	0.1342381955
1475	0.1342268059
1476	0.1341302419
1477	0.1339546504
1478	0.1335991907
1479	0.1334095865
1480	0.1331158957
1481	0.1330230806
1482	0.1328847401
1483	0.1327811207
1484	0.1324680673
1485	0.1323844901
1486	0.1319663423
1487	0.1318291989
1488	0.1317547117
1489	0.1315856717
1490	0.1311704542
1491	0.1310885558
1492	0.1307454334
1493	0.1306066437
1494	0.1304882634
1495	0.1303737876
1496	0.1303362249
1497	0.130170409
1498	0.1301568125
1499	0.1299864711
